,_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
197,bannike01,"April 1, 1960","Baltimore, Maryland",0.4,48.8,0.0,49.2,253,8.9,5.9,3.5,0.6,48.8,"Indiana State University, Saint Augustine's College",156th overall,7th round,New York Knicks,1984,6-9,"Southwestern in Baltimore, Maryland",Ken Bannister,Power Forward,Right,235lb
198,bantomi01,"December 3, 1951","Philadelphia, Pennsylvania",2.3,46.8,20.0,69.2,706,14.3,12.1,6.4,34.8,46.8,Saint Joseph's University,8th overall,1st round,Phoenix Suns,1973,6-9,"Roman Catholic in Philadelphia, Pennsylvania",Mike Bantom,Small Forward and Power Forward,Right,200lb
201,bardost01,"April 5, 1968","Henderson, Kentucky",1.3,32.9,10.0,69.6,33,8.1,2.2,1.8,-0.1,33.5,University of Illinois at Urbana-Champaign,41st overall,2nd round,Atlanta Hawks,1990,6-5,"Carbondale in Carbondale, Illinois",Steve Bardo,Shooting Guard,Right,190lb
206,barklch01,"February 20, 1963","Leeds, Alabama",3.9,54.1,26.6,73.5,1073,24.6,22.1,11.7,177.2,55.8,Auburn University,5th overall,1st round,Philadelphia 76ers,1984,6-6,"Leeds in Leeds, Alabama",Charles Barkley,Small Forward and Power Forward,Right,252lb
207,barkler01,"February 21, 1978","Queens, New York",1.5,35.6,26.7,90.0,27,9.9,2.9,0.8,0.2,37.8,St. John's University,28th overall,1st round,Portland Trail Blazers,2000,6-1,"Maine Central Institute in Pittsfield, Maine",Erick Barkley,Point Guard,Right,177lb
209,barneha02,"May 30, 1992","Ames, Iowa",1.5,44.6,37.4,79.5,540,13.3,13.6,4.9,29.7,50.0,University of North Carolina,7th overall,1st round,Golden State Warriors,2012,6-8,"Ames in Ames, Iowa",Harrison Barnes,Power Forward and Small Forward,Right,225lb
212,barnema01,"July 27, 1952","Providence, Rhode Island",2.1,48.1,21.4,69.1,315,18.1,16.0,9.1,20.6,48.1,Providence College,2nd overall,1st round,Philadelphia 76ers,1974,6-8,"Central in Providence, Rhode Island",Marvin Barnes,Power Forward,Right,210lb
213,barnema02,"March 9, 1980","Santa Clara, California",1.8,43.6,33.5,74.5,929,12.7,8.2,4.6,42.8,51.3,"University of California, Los Angeles",46th overall,2nd round,Memphis Grizzlies,2002,6-7,"Del Campo in Sacramento, California",Matt Barnes,Small Forward and Power Forward,Right,226lb
217,barnhjo01,"March 20, 1938","Sturgis, Kentucky",2.9,40.6,23.6,65.8,589,10.7,8.6,2.5,12.7,41.6,Tennessee State University,77th overall,11th round,St. Louis Hawks,1959,6-1,"Lincoln in Evansville, Indiana",John Barnhill,Shooting Guard and Point Guard,Right,180lb
221,barrmi01,"October 19, 1950","Canton, Ohio",2.8,47.9,33.3,75.3,307,9.6,5.9,2.1,6.9,48.2,Duquesne University,180th overall,13th round,Chicago Bulls,1972,6-3,"Lehman in Canton, Ohio",Mike Barr,Shooting Guard,Right,180lb
227,barroda01,"April 13, 1967","Boston, Massachusetts",3.3,46.0,41.1,85.8,850,16.4,10.5,1.9,49.6,53.6,Boston College,16th overall,1st round,Seattle SuperSonics,1989,5-11,"Xaverian in Westwood, Massachusetts",Dana Barros,Point Guard and Shooting Guard,Right,163lb
228,barrybr01,"December 31, 1971","Hempstead, New York",3.2,46.0,40.5,82.3,912,15.7,9.3,3.0,70.5,57.0,Oregon State University,15th overall,1st round,Denver Nuggets,1995,6-6,"De La Salle Catholic in Concord, California",Brent Barry,Small Forward and Shooting Guard,Right,185lb
229,barrydr01,"February 17, 1973","Oakland, California",1.9,41.7,38.1,77.4,60,9.8,2.2,1.1,0.6,53.4,Georgia Institute of Technology,57th overall,2nd round,Seattle SuperSonics,1996,6-5,"De La Salle Catholic in Concord, California",Drew Barry,Shooting Guard and Point Guard,Right,191lb
230,barryjo01,"July 25, 1969","Oakland, California",2.2,43.4,39.2,84.8,821,14.7,5.7,1.8,37.2,52.4,"University of the Pacific, Georgia Institute of Technology",21st overall,1st round,Boston Celtics,1992,6-4,"De La Salle Catholic in Concord, California",Jon Barry,Shooting Guard,Right,195lb
231,barryri01,"March 28, 1944","Elizabeth, New Jersey",4.9,45.6,29.7,89.3,1020,21.0,24.8,6.7,128.9,46.0,University of Miami,2nd overall,1st round,San Francisco Warriors,1965,6-7,"Roselle Park in Roselle Park, New Jersey",Rick Barry,Small Forward,Right,205lb
234,bartowi01,"January 6, 1991","Baltimore, Maryland",2.4,43.1,34.1,78.8,438,14.4,10.5,3.9,16.4,48.9,University of Memphis,40th overall,2nd round,Portland Trail Blazers,2012,6-6,"Brewster Academy in Wolfeboro, New Hampshire",Will Barton,Shooting Guard,Right,190lb
237,bassbr01,"April 30, 1985","Baton Rouge, Louisiana",0.8,49.9,20.7,83.2,758,15.3,8.7,4.5,42.8,50.0,Louisiana State University,33rd overall,2nd round,New Orleans Hornets,2005,6-8,"Capitol in Baton Rouge, Louisiana",Brandon Bass,Power Forward and Center,Right,250lb
238,basseti01,"April 1, 1951","Washington, District of Columbia",1.2,42.3,28.6,58.8,473,10.2,6.2,6.7,12.9,42.4,University of Georgia,106th overall,7th round,Buffalo Braves,1973,6-8,"McKinley in Washington, District of Columbia",Tim Bassett,Power Forward,Left,225lb
239,bastoma01,"May 29, 1975","Corsicana, Texas",0.2,61.6,37.5,74.0,105,14.4,2.7,1.7,2.3,62.5,University of Michigan,58th overall,2nd round,Chicago Bulls,1998,6-9,"H. Grady Spruce in Dallas, Texas",Maceo Baston,Power Forward,Right,215lb
241,batesbi01,"May 31, 1956","Kosciusko, Mississippi",1.9,47.4,30.3,79.6,187,18.1,11.7,1.7,6.9,48.3,Kentucky State University,47th overall,3rd round,Houston Rockets,1978,6-4,"McAdams in Camden, Mississippi",Billy Ray Bates,Shooting Guard,Right,210lb
242,bateske01,"January 23, 1996","Bloomington, Illinois",0.6,42.3,25.0,64.3,30,9.6,5.0,2.8,0.3,46.8,Ohio State University,48th overall,2nd round,Minnesota Timberwolves,2018,6-9,"University HS in Normal, Illinois",Keita Bates-Diop,Small Forward,Right,229lb
245,battito01,"February 11, 1976","Dallas, Texas",0.6,48.8,16.2,69.0,837,12.6,6.1,5.1,36.4,49.0,Texas Tech University,5th overall,1st round,Denver Nuggets,1997,6-11,"South Oak Cliff in Dallas, Texas",Tony Battie,Center and Power Forward,Right,230lb
246,battish01,"September 9, 1978","Birmingham, Michigan",1.8,43.7,38.4,74.3,977,12.6,8.6,4.2,75.7,52.9,Duke University,6th overall,1st round,Memphis Grizzlies,2001,6-8,"Detroit Country Day School in Beverly Hills, Michigan",Shane Battier,Small Forward and Shooting Guard,Right,220lb
247,battljo01,"November 9, 1962","Washington, District of Columbia",2.1,46.4,27.3,79.3,612,13.7,8.7,1.3,17.9,47.1,Rutgers University,84th overall,4th round,Atlanta Hawks,1985,6-2,"McKinley in Washington, District of Columbia",John Battle,Shooting Guard,Right,175lb
248,battlke01,"October 10, 1964","Aurora, Illinois",0.8,50.4,13.3,72.5,134,12.5,4.7,2.4,3.7,50.8,"Northern Illinois University, University of Illinois at Urbana-Champaign",27th overall,1st round,Detroit Pistons,1989,6-6,"West Aurora in Aurora, Illinois",Kenny Battle,Shooting Guard,Left,210lb
249,battoda01,"March 26, 1956","Baltimore, Maryland",0.6,44.8,0.0,47.1,58,10.2,3.2,2.1,0.7,44.8,University of Notre Dame,62nd overall,3rd round,New Jersey Nets,1978,6-10,"Springfield (Delco) in Springfield, Pennsylvania",Dave Batton,Center,Right,240lb
250,battsll01,"May 9, 1951","Chicago, Illinois",1.8,36.6,28.6,61.7,58,11.3,10.3,3.4,-0.5,39.7,University of Cincinnati,60th overall,4th round,Kansas City-Omaha Kings,1974,6-4,"Thornton Township in Harvey, Illinois",Lloyd Batts,Shooting Guard,Right,185lb
252,baumjo01,"June 17, 1946","Philadelphia, Pennsylvania",0.6,48.0,0.0,75.8,244,13.8,6.1,2.7,5.7,48.0,Temple University,187th overall,15th round,Los Angeles Lakers,1968,6-5,"West Philadelphia in Philadelphia, Pennsylvania",Johnny Baum,Small Forward,Right,200lb
254,baxtelo01,"January 27, 1979","Silver Spring, Maryland",0.2,46.6,20.0,65.7,162,11.6,3.9,2.9,2.9,46.7,University of Maryland,44th overall,2nd round,Chicago Bulls,2002,6-8,"Hargrave Military Academy in Chatham, Virginia",Lonny Baxter,Power Forward and Center,Right,260lb
255,bayleje01,"August 20, 1988","Phoenix, Arizona",2.9,41.1,36.1,81.8,586,12.2,8.4,2.1,18.6,47.1,University of Arizona,11th overall,1st round,Indiana Pacers,2008,6-3,"Saint Mary's in Phoenix, Arizona",Jerryd Bayless,Point Guard and Shooting Guard,Right,200lb
262,bealbr01,"June 28, 1993","St. Louis, Missouri",3.7,45.2,38.4,79.8,488,17.1,19.8,3.9,36.4,51.9,University of Florida,3rd overall,1st round,Washington Wizards,2012,6-5,"Chaminade College Preparatory School in St. Louis, Missouri",Bradley Beal,Shooting Guard,Right,207lb
266,beaslch01,"September 23, 1945","Shawnee, Oklahoma",3.1,45.6,23.8,86.4,281,11.9,9.4,2.5,15.4,46.3,Southern Methodist University,74th overall,7th round,Cincinnati Royals,1967,6-5,"Fair Park in Shreveport, Louisiana",Charles Beasley,Shooting Guard,Right,190lb
268,beasljo01,"February 5, 1944","Texarkana, Texas",1.2,49.1,31.6,83.1,506,19.6,13.7,8.4,37.9,49.9,Texas A&M University,45th overall,5th round,Baltimore Bullets,1966,6-9,"Linden-Kildare in Kildare, Texas",John Beasley,Center and Power Forward,Right,225lb
269,beaslma01,"November 26, 1996","Atlanta, Georgia",0.8,46.1,38.8,78.9,165,13.0,7.2,1.7,5.0,56.2,Florida State University,19th overall,1st round,Denver Nuggets,2016,6-5,"Saint Francis in Alpharetta, Georgia",Malik Beasley,Shooting Guard,Right,195lb
270,beaslmi01,"January 9, 1989","Cheverly, Maryland",1.3,46.5,34.9,75.9,609,15.6,12.4,4.7,15.6,48.7,Kansas State University,2nd overall,1st round,Miami Heat,2008,6-9,"Notre Dame Preparatory School in Fitchburg, Massachusetts",Michael Beasley,Power Forward and Small Forward,Left,235lb
271,beatyze01,"October 25, 1939","Hillister, Texas",1.5,49.4,15.4,77.1,889,18.7,17.1,10.9,106.0,49.4,Prairie View A&M University,3rd overall,1st round,St. Louis Hawks,1962,6-9,"Woodville in Woodville, Texas",Zelmo Beaty,Center and Power Forward,Right,225lb
273,beckby01,"January 25, 1945","Ellensburg, Washington",1.3,50.5,29.5,81.1,747,16.3,11.5,7.0,55.0,50.5,University of Denver,15th overall,2nd round,Chicago Bulls,1967,6-9,"Kittitas in Ellensburg, Washington",Byron Beck,Power Forward and Center,Right,225lb
276,beckear01,"January 12, 1942","Akron, Ohio",1.0,48.0,32.1,83.5,414,16.3,12.5,6.3,28.1,48.1,Arizona State University,22nd overall,3rd round,St. Louis Hawks,1964,6-7,"Camelback in Phoenix, Arizona",Arthur Becker,Power Forward and Small Forward,Right,205lb
278,bedelbo01,"June 26, 1944","Los Angeles, California",1.2,42.3,19.0,77.4,269,15.9,8.4,5.2,5.6,42.6,Stanford University,90th overall,10th round,Philadelphia 76ers,1966,6-7,"Bell Gardens in Bell Gardens, California",Bob Bedell,Power Forward,Right,205lb
279,bedfowi01,"December 14, 1963","Memphis, Tennessee",0.5,41.6,31.8,60.5,238,9.7,4.1,2.4,0.9,41.9,University of Memphis,6th overall,1st round,Phoenix Suns,1986,7-0,"Melrose in Memphis, Tennessee",William Bedford,Center,Right,225lb
286,belljo01,"January 7, 1995","Los Angeles, California",1.4,57.0,0.0,64.7,125,15.5,3.9,3.1,4.5,57.0,University of Oregon,38th overall,2nd round,Chicago Bulls,2017,6-9,"Long Beach Poly in Long Beach, California",Jordan Bell,Center,Right,224lb
288,belltr01,"November 10, 1980","Minneapolis, Minnesota",0.7,22.2,0.0,100.0,6,-4.5,1.8,0.7,-0.2,22.2,Boston College,16th overall,1st round,Boston Celtics,2003,6-1,"Academy of Holy Angels in Richfield, Minnesota",Troy Bell,Point Guard,Right,180lb
291,bembrde01,"July 4, 1994","Charlotte, North Carolina",1.9,44.5,28.1,60.5,146,10.0,6.3,3.3,0.8,48.2,Saint Joseph's University,21st overall,1st round,Atlanta Hawks,2016,6-6,"The Patrick School in Elizabeth, New Jersey",DeAndre' Bembry,Shooting Guard and Small Forward,Right,210lb
297,benjabe01,"November 22, 1964","Monroe, Louisiana",1.3,49.7,4.8,72.1,807,14.8,11.4,7.5,32.7,49.7,Creighton University,3rd overall,1st round,Los Angeles Clippers,1985,7-0,"Carroll in Monroe, Louisiana",Benoit Benjamin,Center,Right,250lb
298,benjaco01,"February 24, 1978","Compton, California",0.9,39.0,28.9,65.2,153,8.9,5.5,1.7,-0.9,42.5,Oregon State University,28th overall,1st round,Chicago Bulls,1998,6-6,"Fontana in Fontana, California",Corey Benjamin,Shooting Guard and Point Guard,Right,200lb
299,bennean01,"March 14, 1993","Toronto, Canada",0.5,39.2,26.1,67.0,151,10.2,4.4,3.1,0.5,42.0,"University of Nevada, Las Vegas",1st overall,1st round,Cleveland Cavaliers,2013,6-8,"Findlay College Prep in Henderson, Nevada",Anthony Bennett,Power Forward,Right,245lb
300,benneel01,"February 13, 1970","Evanston, Illinois",1.0,34.0,27.3,72.2,21,6.2,2.3,0.5,-0.3,37.2,University of Notre Dame,38th overall,2nd round,Atlanta Hawks,1992,6-0,"Bellaire in Bellaire, Texas",Elmer Bennett,Point Guard,Right,170lb
301,bennema01,"August 1, 1973","Denton, Texas",0.4,53.4,33.3,51.1,68,18.2,4.0,2.7,1.9,53.6,Arizona State University,27th overall,1st round,Phoenix Suns,1995,6-6,"Denton in Denton, Texas",Mario Bennett,Power Forward and Small Forward,Right,235lb
304,benneto01,"June 1, 1969","Green Bay, Wisconsin",2.0,41.2,33.5,73.2,152,9.5,3.5,1.0,1.6,46.4,University of Wisconsin-Green Bay,35th overall,2nd round,Charlotte Hornets,1992,6-0,"Preble in Green Bay, Wisconsin",Tony Bennett,Point Guard,Right,175lb
305,bennewi01,"February 9, 1965","Louisville, Kentucky",0.9,42.5,0.0,69.4,136,8.4,4.8,3.0,1.7,42.5,University of Kentucky,64th overall,3rd round,Cleveland Cavaliers,1988,6-7,"Male in Louisville, Kentucky",Winston Bennett,Small Forward,Right,210lb
308,bensoke01,"December 27, 1954","New Castle, Indiana",1.8,49.3,20.6,75.7,680,14.2,9.1,5.7,33.6,49.4,Indiana University,1st overall,1st round,Milwaukee Bucks,1977,6-10,"Chrysler in New Castle, Indiana",Kent Benson,Center,Right,235lb
309,bentibe01,"March 29, 1995",Ghana,0.0,0.0,0.0,-,3,-17.6,0.0,0.7,-0.1,0.0,Providence College,51st overall,2nd round,Boston Celtics,2016,6-9,"St. Andrew's School in Middletown, Delaware",Ben Bentil,Power Forward,Right,235lb
313,berryri01,"October 6, 1964","Lansing, Michigan",1.3,45.0,40.6,78.9,64,13.1,11.0,3.1,2.4,50.7,"Oregon State University, San Jose State University",18th overall,1st round,Sacramento Kings,1988,6-8,"Live Oak in Morgan Hill, California",Ricky Berry,Shooting Guard,Right,205lb
314,berrywa01,"May 14, 1964","New York, New York",1.4,53.9,20.0,63.8,205,16.6,14.1,4.7,8.2,54.0,St. John's University,14th overall,1st round,Portland Trail Blazers,1986,6-8,"Benjamin Franklin in New York, New York",Walter Berry,Power Forward and Small Forward,Left,215lb
318,besttr01,"July 12, 1972","Springfield, Massachusetts",3.5,43.1,34.5,83.5,708,13.8,7.6,1.8,30.9,46.0,Georgia Institute of Technology,23rd overall,1st round,Indiana Pacers,1995,5-11,"Springfield Central in Springfield, Massachusetts",Travis Best,Point Guard,Left,182lb
319,beverpa01,"July 12, 1988","Chicago, Illinois",3.5,41.2,38.0,77.0,380,12.5,9.0,4.3,24.8,51.7,University of Arkansas,42nd overall,2nd round,Los Angeles Lakers,2009,6-1,"Marshall in Chicago, Illinois",Patrick Beverley,Point Guard and Shooting Guard,Right,185lb
321,bialowe01,"June 8, 1945","Poughkeepsie, New York",0.8,41.8,39.7,78.0,70,12.9,8.7,1.3,1.5,44.3,University of Connecticut,37th overall,4th round,St. Louis Hawks,1967,6-2,"Franklin D Roosevelt in Hyde Park, New York",Wesley Bialosuknia,Shooting Guard,Right,185lb
324,bibbyhe01,"November 24, 1949","Franklinton, North Carolina",3.3,42.4,29.3,78.2,675,12.3,8.6,2.3,24.5,42.8,"University of California, Los Angeles",58th overall,4th round,New York Knicks,1972,6-1,"Person-Albion in Franklinton, North Carolina",Henry Bibby,Point Guard,Right,185lb
325,bibbymi01,"May 13, 1978","Cherry Hill, New Jersey",5.5,43.6,37.9,80.2,1001,16.1,14.7,3.1,73.2,49.7,University of Arizona,2nd overall,1st round,Vancouver Grizzlies,1998,6-1,"Shadow Mountain in Phoenix, Arizona",Mike Bibby,Point Guard,Right,190lb
331,billuch01,"September 25, 1976","Denver, Colorado",5.4,41.5,38.7,89.4,1043,18.8,15.2,2.9,120.8,49.5,University of Colorado,3rd overall,1st round,Boston Celtics,1997,6-3,"George Washington in Denver, Colorado",Chauncey Billups,Point Guard and Shooting Guard,Right,202lb
335,birdja01,"July 3, 1994","Walnut Creek, California",0.6,57.7,42.9,46.2,13,12.1,3.0,1.5,0.2,63.5,University of California,56th overall,2nd round,Boston Celtics,2017,6-6,"Salesian Prep in Richmond, California",Jabari Bird,Shooting Guard,Right,198lb
337,birdla01,"December 7, 1956","West Baden, Indiana",6.3,49.6,37.6,88.6,897,23.5,24.3,10.0,145.8,51.4,Indiana State University,6th overall,1st round,Boston Celtics,1978,6-9,"Springs Valley in French Lick, Indiana",Larry Bird,Power Forward and Small Forward,Right,220lb
338,birdsot01,"December 9, 1955","Winter Haven, Florida",3.2,50.6,27.4,65.5,696,16.5,18.0,3.0,48.2,50.9,University of Houston,2nd overall,1st round,Kansas City Kings,1977,6-3,"Winter Haven in Winter Haven, Florida",Otis Birdsong,Shooting Guard,Right,190lb
347,blackro01,"February 26, 1959","Panama City, Panama",3.0,49.3,34.3,84.0,980,16.7,18.0,3.3,75.6,50.1,Kansas State University,9th overall,1st round,Dallas Mavericks,1981,6-6,"William E. Grady Career and Technical in Brooklyn, New York",Rolando Blackman,Shooting Guard,Right,190lb
349,blackco01,"March 27, 1963","Chicago, Illinois",0.4,36.7,0.0,50.9,60,6.4,3.4,1.6,-0.9,36.7,University of Wisconsin,28th overall,2nd round,Seattle SuperSonics,1984,6-6,"Crane Technical Preparatory in Chicago, Illinois",Cory Blackwell,Small Forward,Right,210lb
351,blackna01,"February 15, 1965","Philadelphia, Pennsylvania",1.8,36.6,18.2,83.3,10,6.1,3.7,0.6,-0.1,39.0,Temple University,27th overall,2nd round,San Antonio Spurs,1987,6-4,"South Philadelphia in Philadelphia, Pennsylvania",Nate Blackwell,Point Guard,Left,170lb
352,blairde01,"April 22, 1989","Pittsburgh, Pennsylvania",0.8,52.4,0.0,60.8,424,16.5,6.8,5.1,19.0,52.4,University of Pittsburgh,37th overall,2nd round,San Antonio Spurs,2009,6-7,"Schenley in Pittsburgh, Pennsylvania",DeJuan Blair,Center and Power Forward,Right,270lb
353,blakest01,"February 26, 1980","Hollywood, Florida",4.0,40.1,38.3,77.9,870,11.1,6.5,2.1,29.1,50.1,University of Maryland,38th overall,2nd round,Washington Wizards,2003,6-3,"Oak Hill Academy in Mouth of Wilson, Virginia",Steve Blake,Point Guard,Right,172lb
355,blalowi01,"September 8, 1983","Boston, Massachusetts",1.2,30.0,20.0,100.0,14,4.5,1.8,1.1,-0.1,31.7,Iowa State University,60th overall,2nd round,Detroit Pistons,2006,6-0,"Notre Dame Preparatory School in Fitchburg, Massachusetts",Will Blalock,Point Guard,Right,205lb
357,blankla01,"September 9, 1966","Del Rio, Texas",0.8,43.6,25.3,66.7,142,8.8,2.0,0.8,0.7,47.2,"University of Virginia, University of Texas at Austin",26th overall,1st round,Detroit Pistons,1990,6-4,"McCullough in The Woodlands, Texas",Lance Blanks,Shooting Guard,Right,190lb
360,blaylmo01,"March 20, 1967","Garland, Texas",6.7,40.9,33.6,73.6,889,16.8,13.5,4.1,71.8,46.5,"Midland College, University of Oklahoma",12th overall,1st round,New Jersey Nets,1989,6-0,"Garland in Garland, Texas",Mookie Blaylock,Point Guard,Right,180lb
361,bledser01,"December 9, 1989","Birmingham, Alabama",4.8,45.5,33.6,79.4,570,18.1,14.1,3.9,37.0,50.3,University of Kentucky,18th overall,1st round,Oklahoma City Thunder,2010,6-1,"A.H. Parker in Birmingham, Alabama",Eric Bledsoe,Point Guard,Right,205lb
365,blossja01,"September 16, 1993","Atlanta, Georgia",0.5,44.3,25.6,76.9,27,10.2,4.2,3.6,0.3,49.1,Clemson University,59th overall,2nd round,San Antonio Spurs,2017,6-7,"Chattahoochee in Johns Creek, Georgia",Jaron Blossomgame,Small Forward,Right,220lb
366,blounco01,"January 4, 1969","Monrovia, California",0.7,47.1,11.5,58.7,644,11.1,3.6,4.2,18.2,47.1,University of Cincinnati,25th overall,1st round,Chicago Bulls,1993,6-9,"Monrovia in Monrovia, California",Corie Blount,Power Forward and Center,Right,240lb
367,blounma01,"November 30, 1975","Dobbs Ferry, New York",0.8,50.4,35.9,72.3,605,12.5,8.2,4.6,18.8,50.8,University of Pittsburgh,54th overall,2nd round,Seattle SuperSonics,1997,7-0,"Oak Hill Academy in Mouth of Wilson, Virginia",Mark Blount,Center,Right,230lb
369,blumera01,"September 23, 1958","Valdosta, Georgia",1.4,45.9,22.2,64.3,49,9.7,4.6,0.8,-0.1,46.8,Oregon State University,36th overall,2nd round,Indiana Pacers,1981,6-4,"Parkrose in Portland, Oregon",Ray Blume,Shooting Guard,Right,185lb
374,boganke01,"May 12, 1980","Alexandria, Virginia",1.3,39.4,35.3,71.6,671,9.6,6.3,2.7,20.4,48.9,University of Kentucky,43rd overall,2nd round,Milwaukee Bucks,2003,6-5,"DeMatha Catholic in Hyattsville, Maryland",Keith Bogans,Small Forward and Shooting Guard,Right,215lb
